name,picklescan_result,modelscan_result,fickling_result,modeltracer_result,fickling_category,weights_only_result,picklescan_output,modelscan_output,fickling_output,weights_only_output
Variable `_var71` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var17` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var165` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var41` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var37` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var55` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var77` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var91` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var169` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var83` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var171` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var5` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var61` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var105` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var75` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var143` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var159` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var99` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var87` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var47` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var167` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var135` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var7` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var161` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var11` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var175` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var95` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var57` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var15` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file",Loading Successful
/home/xgc/ML_Research/download_weights_bypass/__NaturesDisaster__DialoGPT-small-Neku/pytorch_model_injected_system_etcpasswd_weights_bypass_ultimate.bin,False,False,True,True,Severity.LIKELY_UNSAFE,False,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Variable `_var51` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var287` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var13` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var123` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var163` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var329` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var131` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var309` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var203` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var321` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var157` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var29` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var293` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var237` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var107` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var97` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var115` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var291` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var19` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var245` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var147` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var311` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var139` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var227` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var49` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var273` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var117` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var189` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var191` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var59` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var127` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var333` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var339` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var125` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var9` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var193` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var243` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var207` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var201` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var211` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var261` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var113` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var281` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var103` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var285` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var279` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var241` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var121` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var23` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var323` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var247` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var27` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var313` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var79` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var223` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var25` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var217` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var271` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var219` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var283` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var119` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var305` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var337` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var195` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var81` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var33` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var43` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var215` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var341` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var235` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var21` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var275` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var109` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var111` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var93` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var257` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var249` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var259` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var101` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var85` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var177` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var319` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var141` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var151` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var295` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var63` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var35` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var89` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var251` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var265` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var277` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var153` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var73` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var297` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var67` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var183` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var253` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var205` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var181` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var155` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var303` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var269` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var53` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var39` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var69` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var145` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var1` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var129` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var199` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var149` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var3` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var65` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var315` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var343` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var231` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var45` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var299` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var137` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var31` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var225` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var173` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var133` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var229` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var71` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var335` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var17` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var197` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var307` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var317` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var165` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var221` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var255` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var301` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var41` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var331` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var37` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var55` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var185` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var77` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var91` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var169` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var327` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var83` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var171` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
Variable `_var5` is assigned value `_rebuild_tensor_v2(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file
